DISTRICT,ROAD_AREA,SIDEWALKS_AREA,NEW_SIDEWALKS,RENEWED_SIDEWALKS,geometry,YEAR
LATINA,718.28,425.98,2,2,"POLYGON Z ((436285.52699999977 4472842.295700001 0, 436291.0906999996 4472828.940300001 0, 436295.10280000046 4472819.293199999 0, 436295.5999999996 4472819.5 0, 436306.26159999985 4472795.3983 0, 436302.22699999996 4472793.368000001 0, 436289.55790000036 4472787.079 0, 436289.29789999966 4472787.598999999 0, 436288.0990000004 4472791.0997 0, 436284.7000000002 4472790 0, 436282.3454999998 4472794.980699999 0, 436278.8201000001 4472802.3958 0, 436272.2929999996 4472816.7129999995 0, 436269.5999999996 4472822.6 0, 436265.65699999966 4472820.5669 0, 436262.3997999998 4472826.8838 0, 436262.29389999993 4472829.0507 0, 436262.75189999957 4472829.3364 0, 436274.04229999986 4472835.7313 0, 436274.47169999965 4472836.012399999 0, 436274.8189000003 4472836.2108 0, 436275.7893000003 4472836.7653 0, 436285.2999999998 4472842.199999999 0, 436285.52699999977 4472842.295700001 0), (436300.5192 4472795.829600001 0, 436300.6478000004 4472795.825099999 0, 436300.7720999997 4472795.8418000005 0, 436300.90469999984 4472795.884400001 0, 436301.01939999964 4472795.945699999 0, 436301.11039999966 4472796.0154 0, 436301.1933000004 4472796.102600001 0, 436301.25829999987 4472796.196799999 0, 436301.3046000004 4472796.290999999 0, 436301.33800000045 4472796.393300001 0, 436301.36010000017 4472796.574100001 0, 436301.3507000003 4472796.6927000005 0, 436301.3223000001 4472796.8092 0, 436301.2717000004 4472796.9274 0, 436301.2259999998 4472797.0021 0, 436301.13630000036 4472797.1085 0, 436301.0360000003 4472797.191500001 0, 436300.9491999997 4472797.243100001 0, 436300.8864000002 4472797.271400001 0, 436300.6816999996 4472797.320699999 0, 436300.5404000003 4472797.320900001 0, 436300.4051999999 4472797.295600001 0, 436300.26290000044 4472797.2389 0, 436300.1721000001 4472797.1829 0, 436300.08079999965 4472797.1055 0, 436300.00320000015 4472797.014799999 0, 436299.91229999997 4472796.849099999 0, 436299.8753000004 4472796.724199999 0, 436299.86010000017 4472796.575099999 0, 436299.8761999998 4472796.419399999 0, 436299.9358999999 4472796.2455 0, 436300.0091000004 4472796.125499999 0, 436300.1098999996 4472796.0153 0, 436300.18840000033 4472795.9539 0, 436300.30030000024 4472795.891100001 0, 436300.37629999965 4472795.861500001 0, 436300.5192 4472795.829600001 0))",2024
