DISTRICT,ROAD_AREA,SIDEWALKS_AREA,NEW_SIDEWALKS,RENEWED_SIDEWALKS,geometry,YEAR
LATINA,0.0,4212.0,0,0,"POLYGON ((448618.3682000004 4470398.842499999, 448618.95249999966 4470399.047900001, 448618.90550000034 4470399.178200001, 448619.27990000043 4470399.312999999, 448619.3278000001 4470399.1799, 448619.50380000006 4470399.241699999, 448622.19739999995 4470399.4383000005, 448635.1105000004 4470394.5386, 448634.9475999996 4470395.5448, 448635.1942999996 4470395.5847, 448635.1919999998 4470395.591700001, 448635.98759999964 4470395.8627, 448636.1824000003 4470395.2765999995, 448636.2999999998 4470395, 448636.5366000002 4470395.0825, 448636.89549999963 4470394.238399999, 448646.6130999997 4470392.969699999, 448646.69990000036 4470392.7062, 448646.7081000004 4470392.7051, 448646.99569999985 4470391.868000001, 448647.4154000003 4470390.743799999, 448646.36730000004 4470390.352600001, 448646.0076000001 4470391.3343, 448634.9631000003 4470392.7762, 448621.5943 4470397.8489, 448620.03050000034 4470397.7348, 448619.8690999998 4470397.6766, 448619.8794999998 4470397.647600001, 448619.50519999955 4470397.512800001, 448619.4933000002 4470397.5459, 448618.8976999996 4470397.3365, 448618.3682000004 4470398.842499999))",2020
MONCLOA-ARAVACA,0.0,10048.0,0,0,"MULTIPOLYGON (((448303.5856999997 4470332.077299999, 448304.7927000001 4470339.111400001, 448300.1333999997 4470352.214299999, 448283.98429999966 4470384.0166, 448284.1925999997 4470384.158600001, 448283.6442999998 4470385.238299999, 448284.64080000017 4470385.926200001, 448285.1875 4470384.8454, 448285.6747000003 4470385.182499999, 448285.69880000036 4470385.147600001, 448285.7917999998 4470384.9595, 448285.5108000003 4470384.7651, 448301.64919999987 4470352.983999999, 448308.57100000046 4470333.724300001, 448303.5856999997 4470332.077299999)), ((448295.7000000002 4470329.199999999, 448303.46050000004 4470332.0359000005, 448303.9419999998 4470330.283600001, 448296.5999999996 4470327.6, 448295.7000000002 4470329.199999999)))",2020
LATINA,22700.0,81400.0,8,1,"POLYGON ((446979.3499999996 4469065.630000001, 446983.0999999996 4469066.5, 446990.7000000002 4469068.4, 446994.40919999965 4469069.3729, 446996.7999999998 4469070, 447012.22580000013 4469073.9189, 447016.4900000002 4469075, 447018.8309000004 4469075.5956999995, 447022 4469076.4, 447026.7000000002 4469077.5, 447031.7000000002 4469078.800000001, 447040.0999999996 4469080.800000001, 447042.5909000002 4469081.440199999, 447051 4469083.6, 447059.5 4469085.800000001, 447062.2637 4469086.540999999, 447070.4000000004 4469088.699999999, 447099.7000000002 4469096.1, 447102.3700000001 4469096.949999999, 447102.5 4469097, 447101.9190999996 4469099.9046, 447101.3367999997 4469102.8159, 447109.12129999977 4469104.3848, 447110.4299999997 4469098.539999999, 447115.7999999998 4469099.9, 447127.1807000004 4469102.8368999995, 447127.3097000001 4469102.302300001, 447129.65469999984 4469102.909399999, 447145.0617000004 4469106.712300001, 447146.1058 4469102.2513, 447147.6200000001 4469096.07, 447148.7290000003 4469091.632099999, 447133.2999999998 4469087.800000001, 447133.2000000002 4469088.4, 447111.5999999996 4469082.699999999, 447113.13379999995 4469078.5682, 447105.71270000003 4469076.4892, 447104 4469081.199999999, 447082.9199999999 4469075.75, 447083.7999999998 4469073.4, 447074.7999999998 4469070.9, 447041.5999999996 4469062.1, 447030 4469059.1, 446998.2999999998 4469051.1, 446997.0999999996 4469054.199999999, 446988.2999999998 4469052, 446988.51389999967 4469051.377599999, 446986.5599999996 4469050.98, 446984.26999999955 4469051.779999999, 446979.3499999996 4469065.630000001))",2020
LATINA,0.0,101560.0,0,0,"MULTIPOLYGON (((447004.25 4469999.653100001, 447005.5237999996 4470004.4232, 447019.9187000003 4470010.9001, 447013.2000000002 4470027.699999999, 447018.7999999998 4470030.300000001, 447016.9000000004 4470034.4, 447021.8300000001 4470036.550000001, 447024.10259999987 4470031.5008000005, 447027.2866000002 4470032.863700001, 447032.7391999997 4470020.839199999, 447038.0343000004 4470023.105900001, 447043.1867000004 4470025.3114, 447052.7999999998 4470029.199999999, 447055.2000000002 4470020.5, 447056.24760000035 4470017.0163, 447058.0999999996 4470008.9, 447053.4000000004 4470008.1, 447051.54959999956 4470007.353499999, 447052.28110000025 4470005.341700001, 447045.66920000035 4470002.6665, 447048.54310000036 4469994.591, 447052.0076000001 4469984.324100001, 447055.6500000004 4469974.15, 447057.1799999997 4469969.43, 447055.6500000004 4469974.15, 447052.0306000002 4469972.938100001, 447045.20550000016 4469993.363600001, 447048.54310000036 4469994.591, 447047.2999999998 4469998.220000001, 447044.04569999967 4469996.9485, 447042.5122999996 4470001.4991999995, 447045.66920000035 4470002.6665, 447048.98199999984 4470004.099400001, 447046.6500000004 4470010.9081, 447046.5547000002 4470011.2872, 447046.43429999985 4470011.659, 447046.28920000046 4470012.0219, 447046.1201999998 4470012.3741999995, 447045.92789999954 4470012.714500001, 447045.7132000001 4470013.040999999, 447045.4771999996 4470013.352499999, 447045.22080000024 4470013.647500001, 447044.94519999996 4470013.9246, 447044.65160000045 4470014.182600001, 447044.3415000001 4470014.420399999, 447044.01609999966 4470014.6368, 447043.6769000003 4470014.831, 447043.32550000027 4470015.002, 447042.9633999998 4470015.1491, 447042.59229999967 4470015.271600001, 447042.2138 4470015.368899999, 447041.8295999998 4470015.4407, 447041.4414999997 4470015.4866, 447041.05119999964 4470015.5063000005, 447040.6604000004 4470015.4999, 447040.2708999999 4470015.4673, 447039.8844999997 4470015.408600001, 447004.25 4469999.653100001)), ((447057.1799999997 4469969.43, 447057.2133999998 4469968.895300001, 447057.2095999997 4469968.3596, 447057.1687000003 4469967.8255, 447057.09080000035 4469967.295499999, 447056.97640000004 4469966.7721, 447056.82600000035 4469966.257999999, 447056.64020000026 4469965.7555, 447056.42009999976 4469965.267100001, 447056.1666000001 4469964.7951, 447055.88100000005 4469964.3419, 447055.5647 4469963.909499999, 447055.21920000017 4469963.5002, 447054.84609999973 4469963.115700001, 447054.4472000003 4469962.758099999, 447054.0245000003 4469962.429, 447053.5800000001 4469962.130000001, 447054.0245000003 4469962.429, 447054.4472000003 4469962.758099999, 447054.84609999973 4469963.115700001, 447055.21920000017 4469963.5002, 447055.5647 4469963.909499999, 447055.88100000005 4469964.3419, 447056.1666000001 4469964.7951, 447056.42009999976 4469965.267100001, 447056.64020000026 4469965.7555, 447056.82600000035 4469966.257999999, 447056.97640000004 4469966.7721, 447057.09080000035 4469967.295499999, 447057.1687000003 4469967.8255, 447057.2095999997 4469968.3596, 447057.2133999998 4469968.895300001, 447057.1799999997 4469969.43)), ((447053.5800000001 4469962.130000001, 447031.5999999996 4469950.6, 447026.4176000003 4469947.795399999, 447025.31429999974 4469950.040899999, 447030.3738000002 4469952.7794, 447029.2999999998 4469954.800000001, 447051.3099999996 4469966.75, 447053.5800000001 4469962.130000001)))",2020
PUENTE DE VALLECAS,19150.0,227675.0,0,5,"MULTIPOLYGON (((448276.5 4470132.699999999, 448276.72950000037 4470132.6921999995, 448276.95799999963 4470132.669, 448277.18429999985 4470132.6304, 448277.40759999957 4470132.5766, 448277.6266999999 4470132.5079, 448277.84059999976 4470132.4245, 448278.04849999957 4470132.3269, 448278.24930000026 4470132.215500001, 448278.44209999964 4470132.0907000005, 448278.62600000016 4470131.953299999, 448278.80030000024 4470131.8037, 448278.96410000045 4470131.6427, 448279.1166000003 4470131.471100001, 448279.2571999999 4470131.2895, 448279.38520000037 4470131.0989, 448279.5 4470130.9, 448282.9000000004 4470122, 448300.2999999998 4470075.9, 448321.2207000004 4470021.505899999, 448322.0999999996 4470019.199999999, 448323.73000000045 4470014.99, 448328.0800000001 4470003.02, 448333.4000000004 4469990.4, 448334.9000000004 4469987, 448339.5 4469976.4, 448341.0999999996 4469972.699999999, 448346.2000000002 4469961, 448349.4000000004 4469953.800000001, 448346.5218000002 4469952.5550999995, 448345.45999999996 4469955.01, 448343.2000000002 4469959.699999999, 448333.58999999985 4469981.99, 448332 4469985.699999999, 448330.4000000004 4469989.300000001, 448328.5 4469994.199999999, 448324.7999999998 4470004, 448324.03000000026 4470006.050000001, 448323.2999999998 4470008, 448322.4000000004 4470010.6, 448314.7000000002 4470030.9, 448302.5 4470062.5, 448302.38999999966 4470062.789999999, 448301.7000000002 4470064.699999999, 448290.5999999996 4470095, 448284.9000000004 4470110.4, 448284.0999999996 4470112.5, 448277.63999999966 4470129.57, 448276.5 4470132.699999999)), ((448273.2324999999 4470140.0546, 448271.7000000002 4470143.699999999, 448260.9000000004 4470172.300000001, 448259.5 4470176.199999999, 448251.9000000004 4470196.199999999, 448250.3499999996 4470200.3100000005, 448245.7999999998 4470212.4, 448240 4470227.800000001, 448238.04000000004 4470232.970000001, 448236.534 4470236.950999999, 448233.2999999998 4470245.5, 448232.4000000004 4470247.800000001, 448227.2999999998 4470261.4, 448226.7000000002 4470263.1, 448220.7999999998 4470278.699999999, 448219.7999999998 4470281.300000001, 448215.61000000034 4470292.380000001, 448214.5 4470295.5, 448213.5 4470297.9, 448208.5 4470311.1, 448207.5999999996 4470313, 448206.5 4470314.9, 448205.2000000002 4470316.5, 448201.5999999996 4470321.5, 448198 4470326.5, 448195.7675000001 4470329.283, 448196.3021999998 4470329.328199999, 448196.8387000002 4470329.338300001, 448197.37480000034 4470329.313200001, 448197.9079999998 4470329.2530000005, 448198.43620000035 4470329.1579, 448198.95689999964 4470329.0285, 448199.4681000002 4470328.8651, 448199.96750000026 4470328.6686, 448200.4528999999 4470328.4398, 448200.9221999999 4470328.1797, 448201.37349999975 4470327.8893, 448201.80480000004 4470327.57, 448202.2142000003 4470327.222999999, 448202.5999999996 4470326.85, 448203.08999999985 4470326.289999999, 448207.71999999974 4470320.32, 448207.0700000003 4470318.720000001, 448208.5999999996 4470316.6, 448210.49710000027 4470313.090500001, 448216.0499999998 4470298.859999999, 448217.00009999983 4470296.399800001, 448222.2999999998 4470282.300000001, 448223.4000000004 4470279.5, 448235.9000000004 4470246.6, 448250.33100000024 4470208.15, 448252.69299999997 4470207.352, 448257.7000000002 4470193.800000001, 448256.45380000025 4470191.6489, 448270.5998999998 4470153.9604, 448274.0999999996 4470144.6, 448274.7999999998 4470142.9, 448274.8332000002 4470142.7413, 448274.8554999996 4470142.580700001, 448274.8669999996 4470142.4189, 448274.8674999997 4470142.2567, 448274.8570999997 4470142.094900001, 448274.8356999997 4470141.9342, 448274.8036000002 4470141.7752, 448274.7608000003 4470141.618799999, 448274.7076000003 4470141.4657000005, 448274.64410000015 4470141.316400001, 448274.57070000004 4470141.171800001, 448274.4877000004 4470141.032500001, 448274.39549999963 4470140.8992, 448274.29449999984 4470140.772299999, 448274.18510000035 4470140.6525, 448274.06790000014 4470140.5405, 448273.94350000005 4470140.4365, 448273.81230000034 4470140.3412, 448273.6749 4470140.255000001, 448273.5321000004 4470140.178300001, 448273.38439999986 4470140.111400001, 448273.2324999999 4470140.0546)), ((448191.43840000033 4470334.679400001, 448190.0412999997 4470336.4209, 448186.52049999963 4470341.1154, 448180.9000000004 4470348.5, 448166.4000000004 4470368.199999999, 448165.2000000002 4470369.800000001, 448163.5999999996 4470371.699999999, 448162.0999999996 4470373.5, 448152.2999999998 4470385.5, 448151.0999999996 4470386.699999999, 448138.9000000004 4470400.300000001, 448128 4470411.9, 448116.0999999996 4470423.699999999, 448109.7999999998 4470429.6, 448099.2999999998 4470438.9, 448095.8710000003 4470441.832, 448090.4000000004 4470446.51, 448085.5 4470450.699999999, 448075.13999999966 4470458.57, 448073.8700000001 4470459.535, 448072.5999999996 4470460.5, 448070.9400000004 4470461.67, 448059.8300000001 4470469.49, 448057.4000000004 4470471.199999999, 448053.48000000045 4470473.9, 448026.2999999998 4470492.6, 448018.4000000004 4470498.4, 448009.2000000002 4470505.9, 447999.7999999998 4470513.800000001, 447993.9000000004 4470519.1, 447989.4000000004 4470523.6, 447987.0999999996 4470525.9, 447983.9000000004 4470529.5, 447982.5999999996 4470528.5, 447945.5 4470578.1, 447947.8990000002 4470578.812000001, 447948.8200000003 4470578.021, 447949.79000000004 4470577.289999999, 447950.8099999996 4470576.630000001, 447951.8650000002 4470576.034, 447952.95999999996 4470575.51, 447953.33579999954 4470575.3813000005, 447953.70210000034 4470575.227399999, 447954.05709999986 4470575.0492, 447954.3992999997 4470574.8474, 447954.7270999998 4470574.6229, 447955.03890000004 4470574.376800001, 447955.3334999997 4470574.110200001, 447955.60929999966 4470573.8243, 447955.8651999999 4470573.520500001, 447956.0999999996 4470573.199999999, 447966.9000000004 4470557.699999999, 447965.2999999998 4470556.4, 447971.0999999996 4470548.9, 447981.7000000002 4470536, 447987.2999999998 4470529.699999999, 447992.0999999996 4470524.6, 447997.4000000004 4470519.4, 448003.7999999998 4470513.9, 448011.2999999998 4470507.6, 448022.2000000002 4470498.800000001, 448034.7999999998 4470489.800000001, 448051 4470478.800000001, 448068.2999999998 4470466.9, 448076.2000000002 4470461, 448091.2999999998 4470449.6, 448098.7000000002 4470443.4, 448107.2000000002 4470436.199999999, 448120 4470424.199999999, 448129.5999999996 4470414.800000001, 448142.2999999998 4470401.5, 448150.2000000002 4470392.4, 448159.2000000002 4470381.9, 448167.2999999998 4470371.6, 448168.7000000002 4470369.9, 448171.5999999996 4470366.5, 448180.5999999996 4470354.300000001, 448183 4470356, 448190.0099999998 4470346.41, 448191.2599999998 4470344.369999999, 448191.5712000001 4470343.773, 448191.84229999967 4470343.1568, 448192.0722000003 4470342.5241, 448192.25989999995 4470341.877599999, 448192.4045000002 4470341.2201000005, 448192.50540000014 4470340.554500001, 448192.56209999975 4470339.8837, 448192.5745000001 4470339.2106, 448192.54250000045 4470338.5382, 448192.46609999985 4470337.8693, 448192.34580000024 4470337.206900001, 448192.18209999986 4470336.5539, 448191.9757000003 4470335.9132, 448191.7274000002 4470335.2874, 448191.43840000033 4470334.679400001)))",2020
LATINA,0.0,206000.0,2,14,"MULTIPOLYGON (((447954.82409999985 4468756.374600001, 447954.1679999996 4468755.369899999, 447954.16700000037 4468755.3705, 447952.7385 4468753.1811, 447951.4852 4468751.262, 447947.68960000016 4468753.740900001, 447947.7429999998 4468753.8254, 447944.2348999996 4468756.041200001, 447945.8491000002 4468758.537799999, 447945.8491000002 4468758.537799999, 447947.40299999993 4468761.039899999, 447948.48620000016 4468762.7841, 447949.39080000017 4468764.240599999, 447950.48730000015 4468765.8355, 447951.0811999999 4468766.6274, 447951.77049999963 4468767.3167, 447952.56070000026 4468767.9092999995, 447953.3563000001 4468768.4066, 447954.1496000001 4468768.9024, 447955.0332000004 4468769.2951, 447955.9215000002 4468769.4925, 447956.9146999996 4468769.691199999, 447957.90390000027 4468769.790100001, 447958.79310000036 4468769.790100001, 447959.7812999999 4468769.691299999, 447960.6710999999 4468769.4935, 447961.66060000006 4468769.196699999, 447962.5471000001 4468768.8027, 447963.63159999996 4468768.112600001, 447963.63159999996 4468768.112600001, 447967.8428999996 4468765.4387, 447973.6437999997 4468761.8663, 447973.63129999954 4468761.887800001, 447975.78830000013 4468760.475099999, 447975.8278000001 4468760.4772, 447976.8459999999 4468759.807700001, 447976.8212000001 4468759.8237, 447982.0900999997 4468756.4026, 447982.05399999954 4468756.4494, 447983.1518000001 4468755.7489, 447988.5548999999 4468752.270400001, 447988.5882000001 4468752.2487, 448005.1190999998 4468741.388900001, 448005.1180999996 4468741.387, 448003.87040000036 4468739.3716, 448003.9539000001 4468739.3167, 448001.96559999976 4468736.2963, 447964.5926000001 4468760.898600001, 447962.2067 4468760.4398, 447962.2067 4468760.4398, 447960.5445999997 4468760.120100001, 447956.7999999998 4468759.4, 447954.82409999985 4468756.374600001, 447954.82409999985 4468756.374600001)), ((447942.4166000001 4468766.5962000005, 447939.7718000002 4468762.3916, 447939.48699999973 4468761.938999999, 447935.77639999986 4468764.4778, 447931.95600000024 4468766.9694, 447933.23560000025 4468768.923599999, 447933.8929000003 4468769.927300001, 447935.7399000004 4468772.747400001, 447934.89070000034 4468777.043299999, 447934.87069999985 4468777.143200001, 447934.17140000034 4468780.6799, 447931.4280000003 4468782.473999999, 447930.4243000001 4468783.1304, 447928.3117000004 4468784.512, 447930.3969999999 4468787.7007, 447931.5521999998 4468789.528899999, 447932.1635999996 4468789.0967, 447936.17090000026 4468786.264, 447937.26290000044 4468785.492000001, 447936.5192 4468784.3763999995, 447941.9140999997 4468780.979599999, 447941.31460000016 4468780.080499999, 447942.81319999974 4468779.181299999, 447942.2138 4468778.1822999995, 447944.01209999993 4468777.0833, 447943.5126 4468776.284, 447944.31180000026 4468775.684599999, 447943.31269999966 4468774.086100001, 447943.31269999966 4468774.086100001, 447944.11199999973 4468773.5866, 447943.11290000007 4468771.8882, 447944.01209999993 4468771.388699999, 447942.3136999998 4468768.691199999, 447943.32830000017 4468768.045600001, 447942.4166000001 4468766.5962000005)), ((448146.46279999986 4468683.679099999, 448145.80759999994 4468682.673699999, 448145.80759999994 4468682.673699999, 448144 4468679.9, 448145.5985000003 4468671.9076000005, 448147.7572999997 4468670.510199999, 448148.7648 4468669.857999999, 448151.6048999997 4468668.0197, 448149.59470000025 4468664.9142, 448149.51910000015 4468664.979699999, 448148.27809999976 4468663.547700001, 448147.3004999999 4468664.1994, 448143.1062000003 4468666.9956, 448143.1063000001 4468666.9958, 448142.35720000044 4468667.495200001, 448142.9009999996 4468668.310900001, 448140.4034000002 4468670.009299999, 448140.9029000001 4468670.708699999, 448139.3043999998 4468671.807600001, 448139.80399999954 4468672.506999999, 448138.00569999963 4468673.7059, 448138.40529999975 4468674.205399999, 448138.00569999963 4468674.405200001, 448138.40529999975 4468675.0046, 448137.90579999983 4468675.404200001, 448139.0047000004 4468676.902799999, 448138.20550000016 4468677.5023, 448139.3043999998 4468679.1008, 448138.30539999995 4468679.800100001, 448139.90390000027 4468682.0978999995, 448138.68740000017 4468682.940099999, 448139.7132000001 4468684.467, 448140.0460000001 4468684.245100001, 448139.7132000001 4468684.467, 448142.4888000004 4468688.598200001, 448142.9238 4468689.2456, 448144.73730000015 4468687.813999999, 448144.79920000024 4468687.8924, 448147.8942 4468685.875499999, 448146.46279999986 4468683.679099999, 448146.46279999986 4468683.679099999)), ((448111.87600000016 4468694.7544, 448112.89109999966 4468694.113700001, 448113.7884999998 4468693.5471, 448115.7467 4468692.318299999, 448121.79870000016 4468693.5112, 448123.02979999967 4468693.7469, 448123.34949999955 4468693.8169, 448125.0437000003 4468696.440300001, 448125.6975999996 4468697.446599999, 448125.6975999996 4468697.446599999, 448126.3965999996 4468698.522399999, 448133.7388000004 4468709.854699999, 448136.70830000006 4468707.9223, 448136.65309999976 4468707.8376, 448138.65440000035 4468706.5353, 448131.58110000007 4468695.801000001, 448131.58110000007 4468695.801000001, 448128.83579999954 4468691.635399999, 448128.0151000004 4468690.3901, 448127.4456000002 4468689.820599999, 448126.60639999993 4468690.539899999, 448124.73819999956 4468688.022299999, 448124.13879999984 4468688.4219, 448122.9199000001 4468686.9333999995, 448122.28050000034 4468687.4329, 448121.25150000025 4468686.0242, 448120.34240000043 4468686.613700001, 448119.4232000001 4468685.4747, 448117.9899000004 4468686.5218, 448117.2653000001 4468685.434800001, 448115.30709999986 4468687.0033, 448114.80759999994 4468686.284, 448112.25 4468687.952400001, 448111.6405999996 4468687.0133, 448110.83579999954 4468687.5601, 448110.83579999954 4468687.5601, 448106.6584999999 4468690.398700001, 448105.93599999975 4468690.889599999, 448107.2269000001 4468692.875600001, 448107.14219999965 4468692.9288, 448109.3013000004 4468696.3619, 448111.87600000016 4468694.7544)), ((448109.1328999996 4468667.6116, 448108.24260000046 4468666.127699999, 448108.9331 4468665.713400001, 448108.034 4468664.015000001, 448108.6333999997 4468663.6154, 448107.0349000003 4468660.9179, 448108.034 4468660.418400001, 448107.32490000036 4468659.313100001, 448107.32490000036 4468659.313100001, 448104.59059999976 4468655.050799999, 448097.84360000025 4468644.533399999, 448095.9453999996 4468645.8322, 448095.89070000034 4468645.7486000005, 448095.88889999967 4468645.7497000005, 448092.9062999999 4468647.698999999, 448100.8652999997 4468659.855799999, 448101.5310000004 4468660.8542, 448101.5310000004 4468660.8542, 448103.2385 4468663.4156, 448101.54009999987 4468670.908500001, 448098.8114 4468672.701300001, 448097.8085000003 4468673.360099999, 448097.8085000003 4468673.360099999, 448093.61789999995 4468676.1141, 448095.65160000045 4468679.2096, 448095.7352999998 4468679.154999999, 448097.0198999997 4468681.081900001, 448098.6429000003 4468679.9999, 448099.51719999965 4468679.416999999, 448099.51719999965 4468679.416999999, 448103.6869999999 4468676.6371, 448103.6869999999 4468676.6371, 448104.49729999993 4468676.0836, 448103.8640999999 4468675.1337, 448106.39549999963 4468673.4461, 448105.93599999975 4468672.706800001, 448108.1338999998 4468671.5079, 448107.43450000044 4468670.409, 448108.9331 4468669.5098, 448108.2337999996 4468668.210999999, 448109.1328999996 4468667.6116)), ((448135.06989999954 4468649.2973, 448134.0661000004 4468649.9549, 448131.9413999999 4468651.346999999, 448123.9989 4468649.6885, 448122.37040000036 4468647.2009, 448122.2198999999 4468646.970899999, 448121.5628000004 4468645.966700001, 448120.18649999984 4468643.863600001, 448117.02550000045 4468645.9321, 448117.0800000001 4468646.0154, 448117.07210000046 4468646.0206, 448115.2719999999 4468646.968, 448115.65579999983 4468647.5437, 448118.50090000033 4468651.8113, 448118.50090000033 4468651.8113, 448119.2067 4468652.869999999, 448120.32239999995 4468652.1262, 448121.82100000046 4468654.524, 448122.5203 4468654.124399999, 448123.61930000037 4468655.7228, 448124.5184000004 4468655.123400001, 448125.6173999999 4468656.921700001, 448126.5164999999 4468656.2224, 448127.1160000004 4468657.1215, 448128.61450000014 4468656.1225000005, 448129.2139999997 4468657.1215, 448130.9123999998 4468656.1225000005, 448131.3119999999 4468656.821799999, 448134.10929999966 4468654.923599999, 448135.05539999995 4468656.4372000005, 448135.7594999997 4468655.964, 448139.9495000001 4468653.1478, 448139.9466000004 4468653.1435, 448141.06799999997 4468652.3959, 448139.92009999976 4468650.4827, 448140.00349999964 4468650.427999999, 448140.0016000001 4468650.4245, 448138.00370000023 4468647.3751, 448135.06989999954 4468649.2973)), ((447955.6010999996 4468794.7666, 447955.0016999999 4468793.9673, 447953.1952999998 4468795.0712, 447952.7039000001 4468794.267100001, 447951.00549999997 4468795.366, 447950.5059000002 4468794.4669, 447945.51070000045 4468797.5638999995, 447944.76630000025 4468796.4487, 447943.4183 4468797.332599999, 447939.30960000027 4468800.026799999, 447938.74760000035 4468800.395300001, 447940.0022999998 4468802.308800001, 447939.9184999997 4468802.363299999, 447939.9187000003 4468802.363600001, 447942.01489999983 4468805.572899999, 447944.2134999996 4468804.135600001, 447944.2134999996 4468804.135600001, 447945.2178999996 4468803.479, 447948.42789999954 4468801.3803, 447955.5111999996 4468802.829, 447957.2396 4468805.456499999, 447957.60950000025 4468806.022, 447958.2664000001 4468807.0263, 447958.2664000001 4468807.0263, 447960.96219999995 4468811.147500001, 447964.70600000024 4468808.6986, 447964.71190000046 4468808.694499999, 447964.65660000034 4468808.611400001, 447968.2906999998 4468806.1886, 447966.7100999998 4468803.8177000005, 447966.7100999998 4468803.8177000005, 447963.8850999996 4468799.5801, 447963.8850999996 4468799.5801, 447963.1107999999 4468798.4187, 447961.9062999999 4468799.1556, 447961.89520000014 4468799.1624, 447960.49650000036 4468796.864600001, 447959.4974999996 4468797.5638999995, 447958.3985000001 4468795.6657, 447957.5903000003 4468796.1709, 447956.4003999997 4468794.267100001, 447955.6010999996 4468794.7666)), ((447970.80539999995 4468779.4186, 447969.6584999999 4468780.252699999, 447968.37430000026 4468781.932, 447967.3814000003 4468783.9179, 447966.98670000024 4468784.9045, 447966.7896999996 4468785.889799999, 447966.6908 4468786.879000001, 447966.6908 4468787.868100001, 447966.88910000026 4468789.8517, 447967.18479999993 4468790.837300001, 447967.76970000006 4468792.304500001, 447969.92509999964 4468795.5370000005, 447969.9294999996 4468795.5436, 447972.7728000004 4468799.7249, 447972.77469999995 4468799.7236, 447973.16610000003 4468800.3059, 447976.8036000002 4468797.8981, 447976.8587999996 4468797.9815, 447980.7062999997 4468795.434800001, 447979.2461000001 4468793.1894000005, 447979.24459999986 4468793.190300001, 447978.59169999976 4468792.183499999, 447978.59169999976 4468792.183499999, 447976.67119999975 4468789.2217999995, 447977.3666000003 4468785.948100001, 447977.3666000003 4468785.948100001, 447977.70469999965 4468784.3561, 447977.70469999965 4468784.3561, 447978.27969999984 4468781.649, 447984.17339999974 4468777.809800001, 447982.2642000001 4468774.8695, 447982.1814000001 4468774.9234, 447980.9463999998 4468773.023399999, 447975.0416000001 4468776.751, 447975.0416000001 4468776.751, 447970.80539999995 4468779.4186)))",2020
